ID_passenger,Age,No of Siblings or Spouses on Board,No of Parents or Children on Board,Passenger Fare,Survived_num,Passenger Class_num,Sex_num,Port of Embarkation_num,Age_Category_num,Fare_Category_num,Deck_num
430,44.0,0,0,13.0,0,1,1,2,0,5,8
431,6.0,0,1,33.0,1,1,0,2,1,4,8
432,28.0,0,1,33.0,0,1,1,2,8,4,8
433,62.0,0,0,10.5,1,1,1,2,3,0,8
434,30.0,0,0,10.5,0,1,1,2,8,0,8
435,7.0,0,2,26.25,1,1,0,2,1,4,8
436,43.0,1,1,26.25,0,1,1,2,0,4,8
437,45.0,1,1,26.25,1,1,0,2,0,4,8
438,24.0,1,2,65.0,1,1,0,2,8,2,8
439,24.0,1,2,65.0,1,1,0,2,8,2,8
440,49.0,1,2,65.0,0,1,1,2,0,2,8
441,48.0,1,2,65.0,1,1,0,2,0,2,8
442,55.0,0,0,16.0,1,1,0,2,3,5,8
443,24.0,2,0,73.5,0,1,1,2,8,2,8
444,32.0,2,0,73.5,0,1,1,2,0,2,8
445,21.0,2,0,73.5,0,1,1,2,8,2,8
446,18.0,1,1,13.0,0,1,0,2,6,5,8
447,20.0,2,1,23.0,1,1,0,2,8,4,8
448,23.0,2,1,11.5,0,1,1,2,8,5,8
449,36.0,0,0,13.0,0,1,1,2,0,5,8
450,54.0,1,3,23.0,1,1,0,2,3,4,8
451,50.0,0,0,13.0,0,1,1,2,0,5,8
452,44.0,1,0,26.0,0,1,1,2,0,4,8
453,29.0,1,0,26.0,1,1,0,2,8,4,8
454,21.0,0,0,73.5,0,1,1,2,8,2,8
455,42.0,0,0,13.0,1,1,1,2,0,5,8
456,63.0,1,0,26.0,0,1,1,2,3,4,8
457,60.0,1,0,26.0,0,1,0,2,3,4,8
458,33.0,0,0,12.275,0,1,1,2,0,5,8
459,17.0,0,0,10.5,1,1,0,2,6,0,8
460,42.0,1,0,27.0,0,1,1,2,0,4,8
461,24.0,2,1,27.0,1,1,0,2,8,4,8
462,47.0,0,0,15.0,0,1,1,2,0,5,8
463,24.0,2,0,31.5,0,1,1,2,8,4,8
464,22.0,2,0,31.5,0,1,1,2,8,4,8
465,32.0,0,0,10.5,0,1,1,2,0,0,8
466,23.0,0,0,13.7917,1,1,0,0,8,5,3
467,34.0,1,0,26.0,0,1,1,2,0,4,8
468,24.0,1,0,26.0,1,1,0,2,8,4,8
469,22.0,0,0,21.0,0,1,0,2,8,5,8
470,,0,0,12.35,1,1,0,1,4,5,4
471,35.0,0,0,12.35,0,1,1,1,0,5,8
472,45.0,0,0,13.5,1,1,0,2,0,5,8
473,57.0,0,0,12.35,0,1,1,1,3,5,8
474,,0,0,0.0,0,1,1,2,4,1,8
475,31.0,0,0,10.5,0,1,1,2,0,0,8
476,26.0,1,1,26.0,0,1,0,2,8,4,8
477,30.0,1,1,26.0,0,1,1,2,8,4,8
478,,0,0,10.7083,0,1,1,1,4,5,8
479,1.0,1,2,41.5792,1,1,0,0,2,2,8
480,3.0,1,2,41.5792,1,1,0,0,7,2,8
481,25.0,1,2,41.5792,0,1,1,0,8,2,8
482,22.0,1,2,41.5792,1,1,0,0,8,2,8
483,17.0,0,0,12.0,1,1,0,0,6,5,8
484,,0,0,33.0,1,1,0,2,4,4,8
485,34.0,0,0,10.5,1,1,0,2,0,0,5
486,36.0,0,0,12.875,0,1,1,0,0,5,3
487,24.0,0,0,10.5,0,1,1,2,8,0,8
488,61.0,0,0,12.35,0,1,1,1,3,5,8
489,50.0,1,0,26.0,0,1,1,2,0,4,8
490,42.0,1,0,26.0,1,1,0,2,0,4,8
491,57.0,0,0,10.5,0,1,0,2,3,0,4
492,,0,0,15.0458,0,1,1,0,4,5,3
493,1.0,0,2,37.0042,1,1,1,0,2,4,8
494,31.0,1,1,37.0042,0,1,1,0,0,4,8
495,24.0,1,1,37.0042,1,1,0,0,8,4,8
496,,0,0,15.5792,0,1,1,0,4,5,8
497,30.0,0,0,13.0,0,1,1,2,8,5,8
498,40.0,0,0,16.0,0,1,1,2,0,5,8
499,32.0,0,0,13.5,0,1,1,2,0,5,8
500,30.0,0,0,13.0,0,1,1,2,8,5,8
501,46.0,0,0,26.0,0,1,1,2,0,4,8
502,13.0,0,1,19.5,1,1,0,2,6,5,8
503,41.0,0,1,19.5,1,1,0,2,0,5,8
504,19.0,0,0,10.5,1,1,1,2,8,0,8
505,39.0,0,0,13.0,0,1,1,2,0,5,8
506,48.0,0,0,13.0,0,1,1,2,0,5,8
507,70.0,0,0,10.5,0,1,1,2,5,0,8
508,27.0,0,0,13.0,0,1,1,2,8,5,8
509,54.0,0,0,14.0,0,1,1,2,3,5,8
510,39.0,0,0,26.0,0,1,1,2,0,4,8
511,16.0,0,0,10.5,0,1,1,2,6,0,8
512,62.0,0,0,9.6875,0,1,1,1,3,0,8
513,32.5,1,0,30.0708,0,1,1,0,0,4,8
514,14.0,1,0,30.0708,1,1,0,0,6,4,8
515,2.0,1,1,26.0,1,1,1,2,7,4,5
516,3.0,1,1,26.0,1,1,1,2,7,4,5
517,36.5,0,2,26.0,0,1,1,2,0,4,5
518,26.0,0,0,13.0,0,1,1,2,8,5,5
519,19.0,1,1,36.75,0,1,1,2,8,4,8
520,28.0,0,0,13.5,0,1,1,2,8,5,8
521,20.0,0,0,13.8625,1,1,1,0,8,5,3
522,29.0,0,0,10.5,1,1,0,2,8,0,5
523,39.0,0,0,13.0,0,1,1,2,0,5,8
524,22.0,0,0,10.5,1,1,1,2,8,0,8
525,,0,0,13.8625,1,1,1,0,4,5,8
526,23.0,0,0,10.5,0,1,1,2,8,0,8
527,29.0,0,0,13.8583,1,1,1,0,8,5,8
528,28.0,0,0,10.5,0,1,1,2,8,0,8
529,,0,0,0.0,0,1,1,2,4,1,8
530,50.0,0,1,26.0,1,1,0,2,0,4,8
531,19.0,0,0,10.5,0,1,1,2,8,0,8
532,,0,0,15.05,0,1,1,0,4,5,8
533,41.0,0,0,13.0,0,1,1,2,0,5,8
534,21.0,0,1,21.0,1,1,0,2,8,5,8
535,19.0,0,0,26.0,1,1,0,2,8,4,8
536,43.0,0,1,21.0,0,1,1,2,0,5,8
537,32.0,0,0,13.0,1,1,0,2,0,5,8
538,34.0,0,0,13.0,0,1,1,2,0,5,8
539,30.0,0,0,12.7375,1,1,1,0,8,5,8
540,27.0,0,0,15.0333,0,1,1,0,8,5,8
541,2.0,1,1,26.0,1,1,0,2,7,4,8
542,8.0,1,1,26.0,1,1,0,2,1,4,8
543,33.0,0,2,26.0,1,1,0,2,0,4,8
544,36.0,0,0,10.5,0,1,1,2,0,0,8
545,34.0,1,0,21.0,0,1,1,2,0,5,8
546,30.0,3,0,21.0,1,1,0,2,8,5,8
547,28.0,0,0,13.0,1,1,0,2,8,5,8
548,23.0,0,0,15.0458,0,1,1,0,8,5,8
549,0.8333,1,1,18.75,1,1,1,2,2,5,8
550,3.0,1,1,18.75,1,1,1,2,7,5,8
551,24.0,2,3,18.75,1,1,0,2,8,5,8
552,50.0,0,0,10.5,1,1,0,2,0,0,8
553,19.0,0,0,10.5,0,1,1,2,8,0,8
554,21.0,0,0,10.5,1,1,0,2,8,0,8
555,26.0,0,0,13.0,0,1,1,2,8,5,8
556,25.0,0,0,13.0,0,1,1,2,8,5,8
557,27.0,0,0,26.0,0,1,1,2,8,4,8
558,25.0,0,1,26.0,1,1,0,2,8,4,8
559,18.0,0,2,13.0,1,1,0,2,6,5,8
560,20.0,0,0,36.75,1,1,0,2,8,4,8
561,30.0,0,0,13.0,1,1,0,2,8,5,8
562,59.0,0,0,13.5,0,1,1,2,3,5,8
563,30.0,0,0,12.35,1,1,0,1,8,5,8
564,35.0,0,0,10.5,0,1,1,2,0,0,8
565,40.0,0,0,13.0,1,1,0,2,0,5,8
566,25.0,0,0,13.0,0,1,1,2,8,5,8
567,41.0,0,0,15.0458,0,1,1,0,0,5,8
568,25.0,0,0,10.5,0,1,1,2,8,0,8
569,18.5,0,0,13.0,0,1,1,2,8,5,5
570,14.0,0,0,65.0,0,1,1,2,6,2,8
571,50.0,0,0,10.5,1,1,0,2,0,0,8
572,23.0,0,0,13.0,0,1,1,2,8,5,8
573,28.0,0,0,12.65,1,1,0,2,8,5,8
574,27.0,0,0,10.5,1,1,0,2,8,0,4
575,29.0,1,0,21.0,0,1,1,2,8,5,8
576,27.0,1,0,21.0,0,1,0,2,8,5,8
577,40.0,0,0,13.0,0,1,1,2,0,5,8
578,31.0,0,0,21.0,1,1,0,2,0,5,8
579,30.0,1,0,21.0,0,1,1,2,8,5,8
580,23.0,1,0,10.5,0,1,1,2,8,0,8
581,31.0,0,0,21.0,1,1,0,2,0,5,8
582,,0,0,0.0,0,1,1,2,4,1,8
583,12.0,0,0,15.75,1,1,0,2,1,5,8
584,40.0,0,0,15.75,1,1,0,2,0,5,8
585,32.5,0,0,13.0,1,1,0,2,0,5,4
586,27.0,1,0,26.0,0,1,1,2,8,4,8
587,29.0,1,0,26.0,1,1,0,2,8,4,8
588,2.0,1,1,23.0,1,1,1,2,7,4,8
589,4.0,1,1,23.0,1,1,0,2,7,4,8
590,29.0,0,2,23.0,1,1,0,2,8,4,8
591,0.9167,1,2,27.75,1,1,0,2,2,4,8
592,5.0,1,2,27.75,1,1,0,2,7,4,8
593,36.0,1,2,27.75,0,1,1,2,0,4,8
594,33.0,1,2,27.75,1,1,0,2,0,4,8
595,66.0,0,0,10.5,0,1,1,2,5,0,8
596,,0,0,12.875,0,1,1,2,4,5,8
597,31.0,0,0,13.0,1,1,1,2,0,5,8
598,,0,0,13.0,1,1,1,2,4,5,8
599,26.0,0,0,13.5,1,1,0,2,8,5,8
600,24.0,0,0,13.0,0,1,0,2,8,5,8
601,42.0,0,0,7.55,0,2,1,2,0,1,8
602,13.0,0,2,20.25,0,2,1,2,6,5,8
603,16.0,1,1,20.25,0,2,1,2,6,5,8
604,35.0,1,1,20.25,1,2,0,2,0,5,8
605,16.0,0,0,7.65,1,2,0,2,6,1,8
606,25.0,0,0,7.65,1,2,1,2,8,1,5
607,20.0,0,0,7.925,1,2,1,2,8,1,8
608,18.0,0,0,7.2292,1,2,0,0,6,1,8
609,30.0,0,0,7.25,0,2,1,2,8,1,8
610,26.0,0,0,8.05,0,2,1,2,8,0,8
611,40.0,1,0,9.475,0,2,0,2,0,0,8
612,0.8333,0,1,9.35,1,2,1,2,2,0,8
613,18.0,0,1,9.35,1,2,0,2,6,0,8
614,26.0,0,0,18.7875,1,2,1,0,8,5,8
615,26.0,0,0,7.8875,0,2,1,2,8,1,8
616,20.0,0,0,7.925,0,2,1,2,8,1,8
617,24.0,0,0,7.05,0,2,1,2,8,1,8
618,25.0,0,0,7.05,0,2,1,2,8,1,8
619,35.0,0,0,8.05,0,2,1,2,0,0,8
620,18.0,0,0,8.3,0,2,1,2,6,0,8
621,32.0,0,0,22.525,0,2,1,2,0,4,8
622,19.0,1,0,7.8542,1,2,0,2,8,1,8
623,4.0,4,2,31.275,0,2,1,2,7,4,8
624,6.0,4,2,31.275,0,2,0,2,1,4,8
625,2.0,4,2,31.275,0,2,0,2,7,4,8
626,17.0,4,2,7.925,1,2,0,2,6,1,8
627,38.0,4,2,7.775,0,2,0,2,0,1,8
628,9.0,4,2,31.275,0,2,0,2,1,4,8
629,11.0,4,2,31.275,0,2,0,2,1,4,8
630,39.0,1,5,31.275,0,2,1,2,0,4,8
631,27.0,0,0,7.7958,1,2,1,2,8,1,8
632,26.0,0,0,7.775,0,2,1,2,8,1,8
633,39.0,1,5,31.275,0,2,0,2,0,4,8
634,20.0,0,0,7.8542,0,2,1,2,8,1,8
635,26.0,0,0,7.8958,0,2,1,2,8,1,8
636,25.0,1,0,17.8,0,2,1,2,8,5,8
637,18.0,1,0,17.8,0,2,0,2,6,5,8
638,24.0,0,0,7.775,0,2,1,2,8,1,8
639,35.0,0,0,7.05,0,2,1,2,0,1,8
640,5.0,4,2,31.3875,0,2,1,2,7,4,8
641,9.0,4,2,31.3875,0,2,1,2,1,4,8
642,3.0,4,2,31.3875,1,2,1,2,7,4,8
643,13.0,4,2,31.3875,0,2,1,2,6,4,8
644,5.0,4,2,31.3875,1,2,0,2,7,4,8
645,40.0,1,5,31.3875,0,2,1,2,0,4,8
646,23.0,0,0,7.7958,1,2,1,2,8,1,8
647,38.0,1,5,31.3875,1,2,0,2,0,4,8
648,45.0,0,0,7.225,1,2,0,0,0,1,8
649,21.0,0,0,7.225,0,2,1,0,8,1,8
650,23.0,0,0,7.05,0,2,1,2,8,1,8
651,17.0,0,0,14.4583,0,2,0,0,6,5,8
652,30.0,0,0,7.225,0,2,1,0,8,1,8
653,23.0,0,0,7.8542,0,2,1,2,8,1,8
654,13.0,0,0,7.2292,1,2,0,0,6,1,8
655,20.0,0,0,7.225,0,2,1,0,8,1,8
656,32.0,1,0,15.85,0,2,1,2,0,5,8
657,33.0,3,0,15.85,1,2,0,2,0,5,8
658,0.75,2,1,19.2583,1,2,0,0,2,5,8
659,0.75,2,1,19.2583,1,2,0,0,2,5,8
660,5.0,2,1,19.2583,1,2,0,0,7,5,8
661,24.0,0,3,19.2583,1,2,0,0,8,5,8
662,18.0,0,0,8.05,1,2,0,2,6,0,8
663,40.0,0,0,7.225,0,2,1,0,0,1,8
664,26.0,0,0,7.8958,0,2,1,2,8,1,8
665,20.0,0,0,7.2292,1,2,1,0,8,1,8
666,18.0,0,1,14.4542,0,2,0,0,6,5,8
667,45.0,0,1,14.4542,0,2,0,0,0,5,8
668,27.0,0,0,7.8792,0,2,0,1,8,1,8
669,22.0,0,0,8.05,0,2,1,2,8,0,8
670,19.0,0,0,8.05,0,2,1,2,8,0,8
671,26.0,0,0,7.775,0,2,1,2,8,1,8
672,22.0,0,0,9.35,0,2,1,2,8,0,8
673,,0,0,7.2292,0,2,1,0,4,1,8
674,20.0,0,0,4.0125,0,2,1,0,8,1,8
675,32.0,0,0,56.4958,1,2,1,2,0,2,8
676,21.0,0,0,7.775,0,2,1,2,8,1,8
677,18.0,0,0,7.75,0,2,1,2,6,1,8
678,26.0,0,0,7.8958,0,2,1,2,8,1,8
679,6.0,1,1,15.2458,0,2,1,0,1,5,8
680,9.0,1,1,15.2458,0,2,0,0,1,5,8
681,,0,0,7.225,0,2,1,0,4,1,8
682,,0,2,15.2458,0,2,0,0,4,5,8
683,,0,2,7.75,0,2,0,1,4,1,8
684,40.0,1,1,15.5,0,2,1,1,0,5,8
685,32.0,1,1,15.5,0,2,0,1,0,5,8
686,21.0,0,0,16.1,0,2,1,2,8,5,8
687,22.0,0,0,7.725,1,2,0,1,8,1,8
688,20.0,0,0,7.8542,0,2,0,2,8,1,8
689,29.0,1,0,7.0458,0,2,1,2,8,1,8
690,22.0,1,0,7.25,0,2,1,2,8,1,8
691,22.0,0,0,7.7958,0,2,1,2,8,1,8
692,35.0,0,0,8.05,0,2,1,2,0,0,8
693,18.5,0,0,7.2833,0,2,0,1,8,1,8
694,21.0,0,0,7.8208,1,2,1,1,8,1,8
695,19.0,0,0,6.75,0,2,1,1,8,1,8
696,18.0,0,0,7.8792,0,2,0,1,6,1,8
697,21.0,0,0,8.6625,0,2,0,2,8,0,8
698,30.0,0,0,8.6625,0,2,0,2,8,0,8
699,18.0,0,0,8.6625,0,2,1,2,6,0,8
700,38.0,0,0,8.6625,0,2,1,2,0,0,8
701,17.0,0,0,8.6625,0,2,1,2,6,0,8
702,17.0,0,0,8.6625,0,2,1,2,6,0,8
703,21.0,0,0,7.75,0,2,0,1,8,1,8
704,21.0,0,0,7.75,0,2,1,1,8,1,8
705,21.0,0,0,8.05,0,2,1,2,8,0,8
706,,1,0,14.4583,0,2,1,0,4,5,8
707,,1,0,14.4583,0,2,0,0,4,5,8
708,28.0,0,0,7.7958,0,2,1,2,8,1,8
709,24.0,0,0,7.8542,0,2,1,2,8,1,8
710,16.0,0,0,7.75,1,2,0,1,6,1,8
711,37.0,0,0,7.75,0,2,0,1,0,1,8
712,28.0,0,0,7.25,0,2,1,2,8,1,8
713,24.0,0,0,8.05,0,2,1,2,8,0,8
714,21.0,0,0,7.7333,0,2,1,1,8,1,8
715,32.0,0,0,56.4958,1,2,1,2,0,2,8
716,29.0,0,0,8.05,0,2,1,2,8,0,8
717,26.0,1,0,14.4542,0,2,1,0,8,5,8
718,18.0,1,0,14.4542,0,2,1,0,6,5,8
719,20.0,0,0,7.05,0,2,1,2,8,1,8
720,18.0,0,0,8.05,1,2,1,2,6,0,8
721,24.0,0,0,7.25,0,2,1,1,8,1,8
722,36.0,0,0,7.4958,0,2,1,2,0,1,8
723,24.0,0,0,7.4958,0,2,1,2,8,1,8
724,31.0,0,0,7.7333,0,2,1,1,0,1,8
725,31.0,0,0,7.75,0,2,1,1,0,1,8
726,22.0,0,0,7.75,1,2,0,1,8,1,8
727,30.0,0,0,7.6292,0,2,0,1,8,1,8
728,70.5,0,0,7.75,0,2,1,1,5,1,8
729,43.0,0,0,8.05,0,2,1,2,0,0,8
730,35.0,0,0,7.8958,0,2,1,2,0,1,8
731,27.0,0,0,7.8958,0,2,1,2,8,1,8
732,19.0,0,0,7.8958,0,2,1,2,8,1,8
733,30.0,0,0,8.05,0,2,1,2,8,0,8
734,9.0,1,1,15.9,1,2,1,2,1,5,8
735,3.0,1,1,15.9,1,2,1,2,7,5,8
736,36.0,0,2,15.9,1,2,0,2,0,5,8
737,59.0,0,0,7.25,0,2,1,2,3,1,8
738,19.0,0,0,8.1583,0,2,1,2,8,0,8
739,17.0,0,1,16.1,1,2,0,2,6,5,8
740,44.0,0,1,16.1,0,2,1,2,0,5,8
741,17.0,0,0,8.6625,0,2,1,2,6,0,8
742,22.5,0,0,7.225,0,2,1,0,8,1,8
743,45.0,0,0,8.05,1,2,1,2,0,0,8
744,22.0,0,0,10.5167,0,2,0,2,8,5,8
745,19.0,0,0,10.1708,0,2,1,2,8,0,8
746,30.0,0,0,6.95,1,2,0,1,8,1,8
747,29.0,0,0,7.75,1,2,1,1,8,1,8
748,0.3333,0,2,14.4,0,2,1,2,2,5,8
749,34.0,1,1,14.4,0,2,1,2,0,5,8
750,28.0,1,1,14.4,0,2,0,2,8,5,8
751,27.0,0,0,7.8958,0,2,1,2,8,1,8
752,25.0,0,0,7.8958,0,2,1,2,8,1,8
753,24.0,2,0,24.15,0,2,1,2,8,4,8
754,22.0,0,0,8.05,0,2,1,2,8,0,8
755,21.0,2,0,24.15,0,2,1,2,8,4,8
756,17.0,2,0,8.05,0,2,1,2,6,0,8
757,,1,0,16.1,0,2,1,2,4,5,8
758,,1,0,16.1,1,2,0,2,4,5,8
759,36.5,1,0,17.4,1,2,1,2,0,5,8
760,36.0,1,0,17.4,1,2,0,2,0,5,8
761,30.0,0,0,9.5,1,2,1,2,8,0,8
762,16.0,0,0,9.5,0,2,1,2,6,0,8
763,1.0,1,2,20.575,1,2,1,2,2,5,8
764,0.1667,1,2,20.575,1,2,0,2,2,5,8
765,26.0,1,2,20.575,0,2,1,2,8,5,8
766,33.0,1,2,20.575,1,2,0,2,0,5,8
767,25.0,0,0,7.8958,0,2,1,2,8,1,8
768,,0,0,7.8958,0,2,1,2,4,1,8
769,,0,0,7.8958,0,2,1,2,4,1,8
770,22.0,0,0,7.25,0,2,1,2,8,1,8
771,36.0,0,0,7.25,0,2,1,2,0,1,8
772,19.0,0,0,7.8792,1,2,0,1,8,1,8
773,17.0,0,0,7.8958,0,2,1,2,6,1,8
774,42.0,0,0,8.6625,0,2,1,2,0,0,8
775,43.0,0,0,7.8958,0,2,1,2,0,1,8
776,,0,0,7.2292,0,2,1,0,4,1,8
777,32.0,0,0,7.75,0,2,1,1,0,1,8
778,19.0,0,0,8.05,1,2,1,2,8,0,8
779,30.0,0,0,12.475,1,2,0,2,8,5,8
780,24.0,0,0,7.75,0,2,0,1,8,1,8
781,23.0,0,0,8.05,1,2,0,2,8,0,8
782,33.0,0,0,7.8958,0,2,1,0,0,1,8
783,65.0,0,0,7.75,0,2,1,1,3,1,8
784,24.0,0,0,7.55,1,2,1,2,8,1,8
785,23.0,1,0,13.9,0,2,1,2,8,5,8
786,22.0,1,0,13.9,1,2,0,2,8,5,8
787,18.0,0,0,7.775,0,2,1,2,6,1,8
788,16.0,0,0,7.775,0,2,1,2,6,1,8
789,45.0,0,0,6.975,0,2,1,2,0,1,8
790,,0,0,7.225,0,2,1,0,4,1,8
791,39.0,0,2,7.2292,0,2,1,0,0,1,8
792,17.0,1,1,7.2292,0,2,1,0,6,1,8
793,15.0,1,1,7.2292,0,2,1,0,6,1,8
794,47.0,0,0,7.25,0,2,1,2,0,1,8
795,5.0,0,0,12.475,1,2,0,2,7,5,8
796,,0,0,7.225,0,2,1,0,4,1,8
797,40.5,0,0,15.1,0,2,1,2,0,5,8
798,40.5,0,0,7.75,0,2,1,1,0,1,8
799,,0,0,7.05,1,2,1,2,4,1,8
800,18.0,0,0,7.7958,0,2,1,2,6,1,8
801,,0,0,7.75,0,2,0,1,4,1,8
802,,0,0,7.75,0,2,1,1,4,1,8
803,,0,0,6.95,0,2,1,1,4,1,8
804,26.0,0,0,7.8792,0,2,1,1,8,1,8
805,,0,0,7.75,0,2,1,1,4,1,8
806,,0,0,56.4958,1,2,1,2,4,2,8
807,21.0,2,2,34.375,0,2,0,2,8,4,8
808,9.0,2,2,34.375,0,2,0,2,1,4,8
809,,0,0,8.05,0,2,1,2,4,0,8
810,18.0,2,2,34.375,0,2,1,2,6,4,8
811,16.0,1,3,34.375,0,2,1,2,6,4,8
812,48.0,1,3,34.375,0,2,0,2,0,4,8
813,,0,0,7.75,0,2,1,1,4,1,8
814,,0,0,7.25,0,2,1,2,4,1,8
815,25.0,0,0,7.7417,0,2,1,1,8,1,8
816,,0,0,14.5,0,2,1,2,4,5,8
817,,0,0,7.8958,0,2,1,0,4,1,8
818,22.0,0,0,8.05,0,2,1,2,8,0,8
819,16.0,0,0,7.7333,1,2,0,1,6,1,8
820,,0,0,7.75,1,2,0,1,4,1,8
821,9.0,0,2,20.525,1,2,1,2,1,5,8
822,33.0,1,1,20.525,0,2,1,2,0,5,8
823,41.0,0,0,7.85,0,2,1,2,0,1,8
824,31.0,1,1,20.525,1,2,0,2,0,5,8
825,38.0,0,0,7.05,0,2,1,2,0,1,8
826,9.0,5,2,46.9,0,2,1,2,1,2,8
827,1.0,5,2,46.9,0,2,1,2,2,2,8
828,11.0,5,2,46.9,0,2,1,2,1,2,8
829,10.0,5,2,46.9,0,2,0,2,1,2,8
830,16.0,5,2,46.9,0,2,0,2,6,2,8
831,14.0,5,2,46.9,0,2,1,2,6,2,8
832,40.0,1,6,46.9,0,2,1,2,0,2,8
833,43.0,1,6,46.9,0,2,0,2,0,2,8
834,51.0,0,0,8.05,0,2,1,2,3,0,8
835,32.0,0,0,8.3625,0,2,1,2,0,0,8
836,,0,0,8.05,0,2,1,2,4,0,8
837,20.0,0,0,9.8458,0,2,1,2,8,0,8
838,37.0,2,0,7.925,0,2,1,2,0,1,8
839,28.0,2,0,7.925,0,2,1,2,8,1,8
840,19.0,0,0,7.775,0,2,1,2,8,1,8
841,24.0,0,0,8.85,0,2,0,2,8,0,8
842,17.0,0,0,7.7333,0,2,0,1,6,1,8
843,,1,0,19.9667,0,2,1,2,4,5,8
844,,1,0,19.9667,0,2,1,2,4,5,8
845,28.0,1,0,15.85,0,2,1,2,8,5,8
846,24.0,1,0,15.85,1,2,0,2,8,5,8
847,20.0,0,0,9.5,0,2,1,2,8,0,8
848,23.5,0,0,7.2292,0,2,1,0,8,1,8
849,41.0,2,0,14.1083,0,2,1,2,0,5,8
850,26.0,1,0,7.8542,0,2,1,2,8,1,8
851,21.0,0,0,7.8542,0,2,1,2,8,1,8
852,45.0,1,0,14.1083,1,2,0,2,0,5,8
853,,0,0,7.55,0,2,0,2,4,1,8
854,25.0,0,0,7.25,0,2,1,2,8,1,8
855,,0,0,6.8583,0,2,1,1,4,1,8
856,11.0,0,0,18.7875,0,2,1,0,1,5,8
857,,0,0,7.75,1,2,0,1,4,1,8
858,27.0,0,0,6.975,1,2,1,2,8,1,8
859,,0,0,56.4958,1,2,1,2,4,2,8
860,18.0,0,0,6.75,0,2,0,1,6,1,8
861,26.0,0,0,7.925,1,2,0,2,8,1,8
862,23.0,0,0,7.925,0,2,0,2,8,1,8
863,22.0,0,0,8.9625,1,2,0,2,8,0,8
864,28.0,0,0,7.8958,0,2,1,2,8,1,8
865,28.0,0,0,7.775,0,2,0,2,8,1,8
866,,0,0,7.75,0,2,0,1,4,1,8
867,2.0,0,1,12.2875,1,2,0,2,7,5,8
